url,Title,JPEG,PDF,Rights,DOI
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28635', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Plate 38 of 48, Trenton)",https://rucore.libraries.rutgers.edu/rutgers-lib/28635/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28635/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T32Z15G3
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28636', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Plate 39 of 48, Trenton)",https://rucore.libraries.rutgers.edu/rutgers-lib/28636/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28636/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T36Q1X6F
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28637', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Plate 40 of 48, Trenton)",https://rucore.libraries.rutgers.edu/rutgers-lib/28637/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28637/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3BG2NZ6
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28639', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Plate 42 of 48, Trenton)",https://rucore.libraries.rutgers.edu/rutgers-lib/28639/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28639/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3M045C6
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28641', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Plate 44 of 48, Trenton)",https://rucore.libraries.rutgers.edu/rutgers-lib/28641/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28641/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3VD6ZCS
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28642', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Plate 45 of 48, Trenton)",https://rucore.libraries.rutgers.edu/rutgers-lib/28642/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28642/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3057FTM
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28594', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Title Page)",https://rucore.libraries.rutgers.edu/rutgers-lib/28594/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28594/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3SB45P7
"'https://rucore.libraries.rutgers.edu/rutgers-lib/36692', '', '', '', '', '', '', ''","Plate-I: Distribution of shellfish resources in relation to the New Jersey Intracoastal Waterway, Shrewsbury River to Long Branch",https://rucore.libraries.rutgers.edu/rutgers-lib/36692/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/36692/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T30V8BS6
"'https://rucore.libraries.rutgers.edu/rutgers-lib/36690', '', '', '', '', '', '', ''","Plate-III: Distribution of shellfish resources - Atlantic Coast of New Jersey, Manasquan Inlet to Little Egg Harbor",https://rucore.libraries.rutgers.edu/rutgers-lib/36690/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/36690/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3RB73MB
"'https://rucore.libraries.rutgers.edu/rutgers-lib/36691', '', '', '', '', '', '', ''","Plate-V: Distribution of shellfish resources in relation to the New Jersey Intracoastal Waterway, Longport to Cape May",https://rucore.libraries.rutgers.edu/rutgers-lib/36691/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/36691/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3W37V97
"'https://rucore.libraries.rutgers.edu/rutgers-lib/33956', '', '', '', '', '', '', ''","Topographical map of Jersey City, Hoboken and the adjacent country, describing minutely the courses of rivers, brooks, the Township, original patent lines, railways, turnpike, carriage, bridle roads, the present farm boundaries with the names of their proprietors, a correct plan of public grounds and gentleman's country seats, the position of farm houses, forests, swamps, and marshes, showing a complete view of the face of the country",https://rucore.libraries.rutgers.edu/rutgers-lib/33956/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/33956/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3GQ6X3G
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28646', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Index Page, Princeton)",https://rucore.libraries.rutgers.edu/rutgers-lib/28646/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28646/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3H70FQZ
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28638', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Plate 41 of 48, Trenton)",https://rucore.libraries.rutgers.edu/rutgers-lib/28638/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28638/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3G73DPX
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28662', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 10 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28662/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28662/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3K35TJD
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28664', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 12 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28664/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28664/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3TM7B10
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28665', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 13 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28665/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28665/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3ZC82SR
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28666', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 14 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28666/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28666/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3348K9H
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28654', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 2 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28654/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28654/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3J38SHC
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28655', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 3 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28655/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28655/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3NV9J5W
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28656', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 4 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28656/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28656/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3SN08WR
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28657', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 5 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28657/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28657/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3XD11MG
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28658', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 6 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28658/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28658/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3251J47
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28660', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 8 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28660/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28660/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T39P31KZ
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28661', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 9 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28661/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28661/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3FB52VH
"'https://rucore.libraries.rutgers.edu/rutgers-lib/18835', '', '', '', '', '', '', ''","Town and Corporation of Bargin [Bergen], 1727 : survey map of land granted the Freeholders of Bergen by Phillip Carteret, beginning at the great rock above Weehawken through the woods and meadows above the island of Secaucus, along the Hackensack River to Bergen Point, then along the Kill Van Kull to Constable's Hook, and from thence all along the Hudson River and the west of Pavonia to the Great Rock again.",,https://rucore.libraries.rutgers.edu/rutgers-lib/18835/PDF/1/play/,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries.Please refer to the organization that has made the Item available for more information.",https://doi.org/doi:10.7282/T33J3DMQ
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28663', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 11 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28663/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28663/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3PV6K8T
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28667', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 15 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28667/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28667/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T36W9B0G
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28668', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 16 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28668/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28668/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3BK1C8K
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28669', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 17 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28669/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28669/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3GB23ZF
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28670', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 18 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28670/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28670/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3M32VPS
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28671', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 19 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28671/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28671/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3QV3MFN
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28672', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 20 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28672/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28672/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3VM4C6T
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28659', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 7 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28659/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28659/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T35X28WP
"'https://rucore.libraries.rutgers.edu/rutgers-lib/29188', '', '', '', '', '', '', ''","1849 J.W. Otley Map of Mercer County, New Jersey",https://rucore.libraries.rutgers.edu/rutgers-lib/29188/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/29188/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T30Z734F
"'https://rucore.libraries.rutgers.edu/rutgers-lib/29305', '', '', '', '', '', '', ''","1859 Lamborn Map of the City of Trenton and Part of Hamilton Township, Mercer County, New Jersey",https://rucore.libraries.rutgers.edu/rutgers-lib/29305/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/29305/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T30K28FV
